id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2384,Hyde Park-Walk to UChicago or Theological Seminary,2613,Rebecca,,Hyde Park,41.78886490087766,-87.58670890962763,Private room,50,2,133,2018-10-01,2.91,1,241
4505,1 Great Apartment. 352 Great Reviews.  1 bad one.,5775,Craig & Kathleen,,South Lawndale,41.854952624963666,-87.69696178980683,Entire home/apt,120,2,363,2018-09-24,3.11,1,188
6715,Lincoln Park Oasis - Unit 2 ONLY,15365,Reem,,Lincoln Park,41.92926222112926,-87.66009125412157,Entire home/apt,255,4,93,2018-08-12,0.82,2,352
9811,Barbara's Hideaway - Old Town,33004,At Home Inn,,Lincoln Park,41.917689236120225,-87.63787943696494,Entire home/apt,150,3,30,2018-08-13,0.55,8,349
10610,3 Comforts of Cooperative Living,2140,Lois And Ed,,Hyde Park,41.79708495075886,-87.59194893566665,Private room,35,2,31,2018-07-29,0.64,5,144
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91182684931927,-87.63999816109653,Entire home/apt,215,3,8,2018-08-19,0.15,8,345
12068,Chicago GOLD COAST 1 Bedroom Condo,40731,Dominic,,Near North Side,41.90452089792653,-87.6332002165527,Entire home/apt,99,3,8,2017-10-24,0.18,2,268
12140,Lincoln Park Guest House,46734,Sharon And Robert,,Lincoln Park,41.923353078282275,-87.64950965740992,Private room,289,2,4,2018-06-04,0.10,1,189
22362,*** Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ **,85811,Craig,,West Town,41.896168045817014,-87.66041074465691,Entire home/apt,99,60,9,2014-10-12,0.15,1,245
22651,beautifully furnished 3 bed/1bath 1,87231,Jeff And JoAnne,,Lake View,41.949105167408675,-87.65790583136416,Entire home/apt,185,1,170,2018-09-25,1.67,15,13
24833,Private Apt 1 Block to Fullerton L Red Line - Deck,101521,Red,,Lincoln Park,41.92679106544701,-87.65521134306644,Entire home/apt,99,32,37,2018-07-29,0.36,4,363
25267,Wrigleyville beautifully furnished 3 bedroom #2,87231,Jeff And JoAnne,,Lake View,41.94750674317872,-87.65928448895485,Entire home/apt,105,1,163,2018-09-23,1.66,15,62
25269,"Old Town, Furnished 2 bedroom: SWG",87231,Jeff And JoAnne,,Lincoln Park,41.914226296141905,-87.63846121515834,Entire home/apt,115,1,170,2018-09-27,1.67,15,169
25879,Top 2/1  Block to Fullerton L Red Line Deck & Yard,101521,Red,,Lincoln Park,41.926934531158814,-87.65752710877798,Entire home/apt,99,32,43,2017-09-18,0.42,4,364
37738,Andersonville - Perfect location!,162364,Mat And Randy,,Uptown,41.97384553261117,-87.665389385576,Private room,74,3,237,2018-10-01,2.37,1,272
39742,Central guestroom! Walk everywhere!,170758,Eric,,Near North Side,41.89377490037404,-87.63465211289514,Private room,75,3,448,2018-09-24,15.52,1,5
44020,2 Bedrm 1 Block to Fullerton L  - Deck with Grll,101521,Red,,Lincoln Park,41.92673030057498,-87.65730729203216,Entire home/apt,80,32,50,2017-10-01,0.57,4,200
46151, Furnished Junior 1 Bedroom :SW1R,87231,Jeff And JoAnne,,Lincoln Park,41.913306356687855,-87.63964488411452,Entire home/apt,75,1,219,2018-09-23,2.23,15,69
46154,Old Town Lincoln Park studio: 2F,87231,Jeff And JoAnne,,Lincoln Park,41.91287206416307,-87.63978766554311,Entire home/apt,65,1,209,2018-09-16,2.14,15,71
53497,#Wrigley 2 BD /2 Bath Duplex: OD2F,87231,Jeff And JoAnne,,Lake View,41.935409502995114,-87.66711358986662,Entire home/apt,95,1,69,2018-09-23,0.71,15,38
56802,Beautiful 2 BR Old Town Lincoln Pk,87231,Jeff And JoAnne,,Lincoln Park,41.91264188381096,-87.63979373615418,Entire home/apt,155,1,237,2018-09-25,2.50,15,67
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.8968655518506,-87.67988892129965,Private room,59,4,47,2018-09-24,0.52,2,162
79101,5★Cubs/Beach!AragonTRAIN2Bdrms/Ba,272671,Two For The Road,,Uptown,41.967924062527324,-87.657568608925,Private room,180,2,145,2018-10-07,1.57,4,361
80640,charming Logan Sqare 2bdrm greystone on Blue Line,376916,Dean,,Logan Square,41.92462100715662,-87.70468434615341,Entire home/apt,155,2,47,2018-09-23,0.55,1,350
84042,The Explorer Room,334241,Michael And Veronica,,West Town,41.89693077410186,-87.68032885587718,Private room,60,3,43,2018-09-16,0.47,2,154
110705,Fab Value!/ Spa /Deck/ARAGON/TRAIN,272671,Two For The Road,,Uptown,41.96930173595451,-87.65621311417983,Private room,99,2,128,2018-10-07,1.42,4,354
126280,"Near Lake, Wrigley and Weiss Hospital",626517,Gail,,Uptown,41.96803814616759,-87.65122778834323,Private room,48,3,135,2018-09-15,1.51,1,205
133262,Sweet Ivy Suite #1 Relax & Recharge & Explore!,654712,Francesca,,West Town,41.89242541377849,-87.6807822185988,Entire home/apt,65,10,32,2018-07-21,0.45,2,98
144840,Great 3 Bedroom in Great Wrigley/Lakeview Location,701615,Daniel,,Lake View,41.94079420454319,-87.65763171002189,Entire home/apt,225,2,2,2018-10-09,0.06,1,275
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.943639815744184,-87.6815473926043,Entire home/apt,275,2,10,2018-09-30,0.27,20,356
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.913508047715474,-87.63929445975575,Entire home/apt,475,2,35,2018-10-09,0.86,20,354
165952,"Two Bedroom, One Bathroom Apartment",791089,Conrad,,Lake View,41.942742766774,-87.67321400863028,Entire home/apt,198,3,57,2018-10-01,0.65,4,362
166667,Cozy Garden Studio ,791089,Conrad,,North Center,41.94274440199624,-87.67377760573505,Entire home/apt,125,3,75,2018-10-01,0.85,4,350
166706,"Three Bedroom, Two Bathroom Combo Apartment",791089,Conrad,,Lake View,41.94221334111484,-87.67326789780779,Entire home/apt,280,3,21,2017-07-10,0.24,4,348
172616,ALONZO:  Art-filled Flat in the Ukrainian Village,3908,Layne,,West Town,41.8975265876515,-87.67315488384683,Entire home/apt,145,3,56,2018-07-30,0.64,1,193
175511,1BR/1BA Suite in Chicago,837429,Petru,,Irving Park,41.960118175528955,-87.72157978665592,Entire home/apt,67,2,16,2018-09-15,0.19,2,279
184764,Room w/private bath -kid friendly,886362,Julie,,Portage Park,41.94325157947286,-87.75403380526285,Private room,85,3,158,2018-08-25,1.81,1,348
189821,Private Apartment Hip Logan Square,899757,Meighan,,Logan Square,41.929729293722936,-87.7011975405122,Entire home/apt,150,2,386,2018-09-21,4.48,1,244
192652,Urban Oasis--Wicker Park Vintage,906713,Stephanie,,West Town,41.90135950242569,-87.67973399837447,Private room,70,2,298,2018-10-08,3.41,2,251
198135,Darling Damen Dwelling (with bike if you like),85708,Sarah,,North Center,41.95935102337129,-87.67963450534127,Private room,44,2,141,2018-10-08,1.69,1,37
207218,Historic Pullman Artist Flat,1019125,Jb,,Pullman,41.68830467255806,-87.6089249313565,Entire home/apt,90,1,229,2018-10-08,2.65,1,347
221109,1 Bedroom Apartment -Noble Square,1146738,Zeyna,,West Town,41.892727044742486,-87.65653715674584,Entire home/apt,115,4,106,2018-08-30,1.24,1,73
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92542934858024,-87.69592681869976,Private room,75,2,18,2017-09-16,0.24,1,358
228273,Amazing Lincoln Park Location!!,1190842,Brandon,,Lincoln Park,41.93125640368625,-87.65227337932075,Private room,109,2,51,2018-10-08,0.59,1,338
230836,Huge Bedroom with pvt marble bath,1185573,Graz Anton,,Uptown,41.9633116883116,-87.66088494166692,Private room,125,365,4,2013-06-13,0.06,3,365
233933,ROOM W/PRIVATE BATH-WALK TO TRAINS,1224828,Tippi,,Irving Park,41.95602262530578,-87.72780856180506,Private room,55,2,130,2018-07-23,1.52,2,344
234442,Beautifully Furnished Studio SW2R,87231,Jeff And JoAnne,,Lincoln Park,41.913365689782744,-87.63918044466307,Entire home/apt,85,1,197,2018-09-25,2.31,15,71
236792,Modern Luxury Condo in Lakeview,1241447,Dana,,Uptown,41.95939489963621,-87.6544093301666,Entire home/apt,185,3,49,2018-09-16,0.72,1,349
241514,Gay friendly apartment in Chicago,1267472,Pedro,,Edgewater,41.99075202452927,-87.66556962632826,Private room,55,2,141,2018-09-11,1.68,1,159
242751,Junior 1 bedroom in Old Town :SW1F,87231,Jeff And JoAnne,,Lincoln Park,41.91290649395912,-87.63838880598111,Entire home/apt,75,1,231,2018-09-14,2.74,15,76
248791,Quiet Bedroom/ARAGON/Train,272671,Two For The Road,,Uptown,41.96797300773915,-87.6579127276977,Private room,90,2,90,2018-09-23,1.07,4,353
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.860507830090775,-87.62398901139233,Entire home/apt,170,180,39,2018-04-25,0.46,1,338
257601,Chicago Downtown High Rise Apartment In Loop,1291732,Jenn & Kris,,Loop,41.87792373289407,-87.62513550733743,Private room,25,3,380,2018-09-22,4.51,10,127
258253,Newly Constructed Studio Apartment Unit 4,1358243,June,,West Ridge,42.00692144488959,-87.68437535145029,Entire home/apt,60,31,16,2017-01-05,0.19,1,340
261509,You'll love Chicago! Guaranteed!,858008,Kassie,,Near North Side,41.903142353997104,-87.63493569322715,Entire home/apt,149,32,61,2018-08-27,0.76,1,315
265238,Bohemian Chic in the heart of Lincoln Square,1382472,Ani,,North Center,41.96084083513355,-87.68462971211055,Entire home/apt,75,90,0,,,1,211
267646,Logan Square Classic Bungalow,1313038,Mark,,Logan Square,41.927161465626625,-87.70470573479164,Private room,97,2,126,2018-10-07,1.51,1,357
272728,Quiet room in Quiet neighborhood!,1426804,Afri,,Chatham,41.72762916820477,-87.61307179593271,Private room,40,2,209,2018-08-26,2.55,1,314
275496,Downtown 3BR/2BA Loft & Amazing River View,1142145,Jim,,Near West Side,41.8862273466748,-87.64040210979543,Entire home/apt,175,360,10,2014-11-08,0.19,1,364
289689,"30 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.9779386270349,-87.6576356981579,Private room,25,30,56,2018-09-22,0.68,1,199
289884,Sunny Carriage House w/ Private Bathroom & Laundry,1500490,Hailey,,Logan Square,41.92410783097591,-87.68525130666143,Private room,125,2,78,2018-09-30,1.02,1,342
290155,Close to City an McCormick Place. Quiet and Safe,1505878,Bob,,Bridgeport,41.82701784764891,-87.63966882062866,Entire home/apt,131,3,32,2018-09-24,0.39,2,118
298321,nice room with king size bed,1537881,Marko,,Woodlawn,41.782158332274534,-87.59026582715049,Private room,48,2,44,2018-09-24,0.56,1,354
308331,"Charming, Cozy and Comfortable Condo",1546210,Dawn,,Edgewater,41.98566813553344,-87.66049640331198,Private room,65,1,31,2018-09-26,1.28,1,351
312192,Sleeps 6. 15 minutes to Everything.  Sky View,1505878,Bob,,Bridgeport,41.82767016004475,-87.63959056627908,Entire home/apt,142,3,26,2018-07-29,0.55,2,113
313227,WHOLE PRIVATE FLOOR near Train,259284,Cheryl,,Albany Park,41.96331303185342,-87.7091559761759,Entire home/apt,85,3,47,2017-07-17,0.59,1,278
325842,Lincoln Park Sunny Modern Home,1666599,Caroline,,Lincoln Park,41.92026288980377,-87.65891590384783,Entire home/apt,379,6,25,2018-09-22,0.32,1,358
345075,"Spacious, Vintage Hyde Park Apt.",1746524,Patricia,,Kenwood,41.8077041955891,-87.59435758710873,Private room,85,2,211,2018-10-07,2.65,1,324
349265,Historic Chicago Home - Hyde Park,1517871,Jon,,Hyde Park,41.80085959609879,-87.58948398453863,Entire home/apt,375,7,8,2018-09-17,0.10,2,342
350347,Lounge in a Luxury Loft near Wrigley Field,845242,Jay & Elisa,,Lake View,41.93985630330037,-87.65472987178352,Entire home/apt,136,3,394,2018-09-25,4.90,1,251
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89862159362767,-87.65597415038853,Entire home/apt,295,1,173,2018-10-01,2.40,2,342
375891,Full Size bed in fun Logan Sq.,1890059,Ellyzabeth,,Logan Square,41.92498566266863,-87.70625132256734,Private room,50,1,73,2018-09-26,0.91,1,52
385836,Beautifully furnished studio F409,87231,Jeff And JoAnne,,Near North Side,41.90757349900593,-87.63580779539733,Entire home/apt,85,1,248,2018-10-05,3.15,15,11
387336,Lincoln Park Oasis - Unit 1 ONLY,15365,Reem,,Lincoln Park,41.92911991413276,-87.65957775893266,Entire home/apt,230,4,52,2018-09-16,0.69,2,352
395257,Trains to downtown. McCormick. IIT.,1385332,Patt,,Douglas,41.82869303190715,-87.62057772138745,Private room,40,1,9,2018-10-01,0.15,8,69
397472,"1 min to Lake,30 min to Downtown, free parking",782802,Joe,,Rogers Park,42.01454766281041,-87.66510665898497,Entire home/apt,71,1,306,2018-10-06,6.64,2,13
408267,"Cozy Room, Classic Chicago House",2032839,Patricia,,Rogers Park,42.01855142974189,-87.66782230243749,Private room,45,2,49,2018-06-11,0.62,2,324
408268,Private Room near Lake and Train,2032839,Patricia,,Rogers Park,42.01815147913542,-87.66836729699082,Private room,45,2,60,2018-08-09,0.79,2,332
422214,*Wicker Park*2 units*Sleeps 6-18*By train/downtown,1802802,Niki,,West Town,41.89843163788289,-87.66659354622642,Entire home/apt,250,2,111,2018-09-30,1.42,1,357
438850,HIGH RISE IN DOWNTOWN CHICAGO LOOP FOR RENT,1291732,Jenn & Kris,,Loop,41.877939815479046,-87.62465301276771,Private room,25,3,245,2018-09-22,3.18,10,68
446474,Vintage Ukrainian Village Apt!,2217180,Yuri,,West Town,41.90095192262419,-87.68181153802931,Entire home/apt,175,3,4,2015-08-15,0.05,1,278
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.924507107309786,-87.69385240222576,Entire home/apt,49,1,517,2018-10-05,6.92,2,122
477733,PilsenArtsDist/UIC/McCormickPlace,2367351,Leila,,Lower West Side,41.85329392583745,-87.66539433476859,Entire home/apt,200,2,156,2018-09-17,2.02,1,339
479086,Hostel Earphoria,337459,Earphoria,,Avondale,41.932449517014554,-87.71528138037412,Shared room,20,1,149,2018-09-02,1.92,1,358
484898,Charming 1906 cottage Northside,2400107,Allison,,Uptown,41.97053392423565,-87.67266978103444,Entire home/apt,225,3,14,2018-06-11,0.18,1,0
488097,Chicago room minutes from Downtown,2414938,Sara,,West Town,41.91173410023907,-87.67310426543682,Private room,60,3,14,2018-08-26,0.51,1,240
496809,"Spacious Room with plush King Bed, Rogers Park",2453507,Estelle,,Rogers Park,42.004351497722936,-87.67500775142676,Private room,85,3,36,2018-08-28,0.64,3,342
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.967136853835534,-87.69610721690674,Entire home/apt,95,2,244,2018-09-30,3.20,1,330
537419,Groovy on the Lake  private bd/bth,919011,Jacqueline,,Lake View,41.94286415670585,-87.6391908894826,Private room,130,1,28,2015-10-20,0.37,2,359
541535,Loft Apartment with Private Terrace!,654712,Francesca,,West Town,41.89314875439474,-87.68033273581862,Entire home/apt,65,7,22,2017-10-07,0.30,2,314
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93065451091687,-87.70088542382658,Entire home/apt,140,2,234,2018-09-24,3.05,1,281
548905,Home Away From Home,2698691,Leo,,Grand Boulevard,41.82292601769917,-87.61558982823394,Entire home/apt,75,2,202,2018-09-23,2.72,1,207
555140,"Vintage, Cozy & Fun!",869291,Robert,,West Town,41.90599986241573,-87.69500650614859,Entire home/apt,115,3,196,2018-09-17,2.61,1,351
573540,Drop-dead fab on the Lake  2bd/2bth,919011,Jacqueline,,Lake View,41.94284297818556,-87.63918952331389,Entire home/apt,490,1,35,2015-09-21,0.46,2,359
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96364339673461,-87.68382459870884,Private room,75,1,42,2018-08-21,0.56,4,90
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.889562108266794,-87.66267336337219,Private room,69,1,105,2018-10-08,1.38,6,361
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.88998160390825,-87.66239843280879,Private room,74,1,104,2018-09-30,1.38,6,360
589871,Beautiful House for rent Edgebrook,2824576,Jeff,,Forest Glen,41.993243796292504,-87.75699453676344,Entire home/apt,225,3,6,2017-03-27,0.10,3,349
589939,"Recent Price Drop, awesome area!",2885441,Tracy,,West Town,41.89049179308595,-87.6625997528722,Shared room,83,1,55,2018-10-07,0.72,6,314
611839,"Stylish, comfortable room in nice Duplex",3034693,Daniela,,North Center,41.93537398342686,-87.67946487270264,Private room,40,1,106,2018-10-04,1.65,1,234
628149,Price drop! Affordability+Location!,2885441,Tracy,,West Town,41.89051756987222,-87.66085292624929,Private room,59,1,61,2018-10-02,0.82,6,358
629745,"Warm, bright 2br/2ba in West Town!",2445249,Gary And Cassie,,West Town,41.89375425155419,-87.66545244959197,Entire home/apt,129,2,201,2018-04-24,2.67,1,0
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99666559009127,-87.66213059765111,Private room,65,2,77,2018-09-24,1.04,2,300
640841,Lakeview Urban Oasis with Huge Rooftop Deck,3200044,James,,Lake View,41.9424159164277,-87.67134394462772,Entire home/apt,250,3,14,2018-10-07,3.41,1,154
642053,Garden Apartment,81779,Laura,,West Town,41.90567432396859,-87.6731105345921,Private room,199,2,8,2018-10-04,0.11,11,348
642065,Bucktown Apartment,81779,Laura,,West Town,41.90686276625143,-87.67318815009442,Private room,249,2,29,2018-10-08,0.50,11,335
650894,Premium Condo-Gold Coast-Water View,3269423,Gregory,,Near North Side,41.90959270981855,-87.6254114629445,Entire home/apt,249,4,11,2018-10-10,0.15,2,363
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.9924364018389,-87.7556909514748,Private room,75,2,48,2018-09-27,0.69,3,359
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.992013095673435,-87.7571942576985,Private room,65,2,48,2018-09-29,0.77,3,348
668262,Lux Living with Lake View and Pool,3382417,Heather And Mehran,,Lincoln Park,41.931730736489534,-87.65047215846198,Entire home/apt,130,3,8,2018-08-19,0.21,2,3
675641,"Posh Flat, 20 Mins to Downtown.",3230291,David,,Lake View,41.94301272255763,-87.65064139018705,Private room,54,2,315,2018-10-08,4.29,4,217
681842,Bedrm/Bath - Swanky Northside Condo.,3472696,Roxane,,West Ridge,41.9934810393135,-87.68120679336947,Private room,50,3,20,2018-09-16,0.31,1,333
696395,"Sunny Room in Cinema, Noble Square",3566231,Christy,,West Town,41.90112108578706,-87.66521321071933,Private room,75,2,21,2016-08-15,0.32,1,0
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.903023154280916,-87.63498931803369,Entire home/apt,99,31,148,2018-08-23,2.30,2,297
699284,Your Sweet Chicago Home,3586103,Judy,,Lincoln Park,41.929291413030015,-87.64894837949329,Entire home/apt,800,3,42,2018-07-23,0.57,1,363
713431,Large Private 3 Bedroom Apartment,718347,Laura And Jeremy,,West Town,41.90893540884136,-87.692132817183,Entire home/apt,119,1,284,2018-09-25,3.88,3,345
722570,Modern & Cozy Lincoln Square Condo!,3731751,Kristi,,Lincoln Square,41.97483912594378,-87.69196442975964,Entire home/apt,139,1,24,2018-10-08,0.33,1,270
724656,*LovelyBrightRoom#1*in*CentralApt*,3745670,Poppy,,West Town,41.90018914075158,-87.69862249729317,Private room,35,1,153,2018-09-18,3.97,2,240
724895,Close to Chicago music Festivals!!!,2885441,Tracy,,West Town,41.88994892635976,-87.66095576854954,Private room,44,1,103,2018-09-17,1.42,6,357
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93932075323109,-87.65217779532081,Entire home/apt,99,1,509,2018-10-05,7.01,3,100
727847,Palmer Treehouse - Bedroom 2,62150,K.Anne,,Logan Square,41.92254736141105,-87.70292720992516,Private room,60,2,62,2018-10-08,0.86,2,358
731232,Logan Square-Chicago Prime Location-Longer Stays,3804977,Paul And Nancy,,Logan Square,41.92669069963324,-87.69900170146002,Entire home/apt,150,3,110,2018-09-15,1.51,1,338
739495,Lovely 2 bedroom in Lincoln Square ,3867687,Janet,,Lincoln Square,41.97846957254454,-87.68086543097282,Entire home/apt,99,4,152,2018-09-23,2.39,1,230
755701,2 Bedroom Victorian Beauty at Logan Square,3920450,Vas,,Logan Square,41.929018987790144,-87.72004517358035,Entire home/apt,135,32,17,2015-08-10,0.26,3,293
764856,Stunning Downtown Artist Loft (West Loop),2619611,Andrew,,Near West Side,41.887221081262446,-87.64993124922539,Entire home/apt,159,2,146,2018-09-30,2.03,2,142
773127,Comfy Room & Bike in Roscoe Village,4009750,Matt,,North Center,41.94994021377551,-87.6819956002529,Private room,84,2,128,2017-06-04,1.78,2,283
780336,Private Room in designer apartment in Wicker Park,2343614,Daniela,,West Town,41.89854375030473,-87.67446623370304,Private room,70,2,161,2018-09-25,2.43,2,74
783359,Modern Boystown/Wrigleyville 1 BDRM,4129040,Michael,,Lake View,41.948842792677894,-87.6490462233825,Entire home/apt,103,2,11,2018-01-01,0.31,1,0
789429,Guest bedroom with private bath,1185573,Graz Anton,,Uptown,41.96192645342492,-87.66237728436836,Private room,99,365,0,,,3,365
789670,Spacious space in Bucktown 10 min. from the loop,4161186,Christine,,Logan Square,41.916606363034624,-87.67159118685895,Private room,225,1,0,,,1,364
789867,Beautiful Private Room Near CTA With Free Parking,2782694,Cameron,,Lincoln Square,41.96413179791406,-87.67595080694412,Private room,20,2,162,2018-09-23,2.44,1,72
790016,Italian style in elegant apartment,1185573,Graz Anton,,Uptown,41.96045927769104,-87.66345811936934,Entire home/apt,299,365,16,2013-08-18,0.22,3,365
790934,04. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01562198871463,-87.68818364000349,Shared room,70,1,133,2018-06-22,1.86,16,90
822313,Apt. for 4 - 15 minutes from Loop!,4193348,Dani & Dave,,Lower West Side,41.853064249030005,-87.68209077643321,Entire home/apt,60,5,130,2018-09-17,1.92,1,73
824518,"Cozy, Beautiful & Vintage Drenched",2655877,Bret,,West Town,41.90212918273705,-87.67598206154554,Entire home/apt,130,30,86,2018-09-20,1.25,1,345
834943,Lincoln Square 2 Bedroom Condo - Welles Park View,4367266,Christopher,,Lincoln Square,41.96164109494074,-87.6833441021003,Entire home/apt,90,3,13,2018-10-05,1.67,1,342
861786,CityCondo/Museums/Lake/UIC,4515790,Lucero & Ray,,Near West Side,41.86694413597951,-87.65350108133603,Private room,65,2,257,2018-10-08,3.78,1,72
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.92169541816429,-87.65958632251967,Private room,85,2,69,2018-10-06,1.09,1,219
873628,"River West, Grand Blue Line Stop",4611613,Russ,,West Town,41.89396863330446,-87.64975380087631,Private room,200,3,81,2018-10-07,1.23,1,173
887038,Lincoln Park Apt - 1 Bedroom plus alcove & futon,101521,Red,,Lincoln Park,41.926304141426215,-87.6556728426622,Entire home/apt,150,32,36,2017-05-26,0.55,4,365
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92649330057919,-87.71379559089439,Private room,110,2,121,2018-09-30,1.88,1,315
909096,Art Filled Home with Rooftop Deck in Humboldt Park,4069585,Liz,,Humboldt Park,41.91105362813636,-87.70926949317777,Entire home/apt,400,1,183,2018-09-21,2.66,13,337
918314,Spacious 4 Bed Wicker Park Condo ,3636846,Quinn,,West Town,41.911386772593595,-87.68516765777791,Private room,50,360,0,,,1,362
921884,Downtown Apartment - Private room and bath,1291732,Jenn & Kris,,Loop,41.88086405289048,-87.62466712775851,Private room,25,3,134,2018-09-14,1.96,10,160
927327,Beautiful Home in Wicker Park,4989824,Jon,,West Town,41.90528686674139,-87.68346940732108,Entire home/apt,1250,1,24,2018-07-15,0.37,1,360
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.9131611067301,-87.63813123480122,Entire home/apt,115,3,239,2018-10-08,3.55,1,300
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88449047732188,-87.69659261772274,Private room,75,3,22,2018-09-01,0.33,1,341
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.90677327702899,-87.6678803560668,Private room,75,3,110,2018-09-24,1.61,1,8
956612,Sunny apartment  in Lincoln Square,229947,Nancy,,Lincoln Square,41.96748420187544,-87.69774798653113,Private room,85,1,39,2017-09-23,0.59,1,0
960326,Stay in a Designer Penthouse with Art Gallery,5228189,Matthew,,West Town,41.895048044225675,-87.65448848706185,Entire home/apt,302,1,191,2018-10-07,2.93,4,202
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Edgewater,41.99383634551763,-87.67036986463815,Private room,69,2,163,2018-09-30,2.44,4,347
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00623179666786,-87.66794355989155,Private room,59,2,201,2018-09-16,3.04,4,315
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.004257925908846,-87.66692592645335,Private room,59,2,188,2018-10-08,2.80,4,346
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00380765829788,-87.67082080807272,Entire home/apt,159,2,139,2018-10-08,2.13,4,336
984850,"Spacious, Eclectic Loft with Rooftop in Old Town",5402236,Casey,,Near North Side,41.9046518334927,-87.63590813558957,Entire home/apt,749,2,88,2018-09-16,1.30,5,339
1016539,Family-Friendly 3-Bedroom Apartment,718347,Laura And Jeremy,,West Town,41.90659217798751,-87.69538169637066,Entire home/apt,119,1,249,2018-09-24,3.75,3,276
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.89430014682381,-87.62609288242328,Entire home/apt,100,30,24,2018-06-20,0.36,3,328
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,,North Lawndale,41.85432099519764,-87.7076938620994,Private room,45,2,6,2016-07-31,0.15,4,0
1027463,Chicago Women's ResidenceFlorenceRm,5654677,Urban Art,,North Lawndale,41.8542304829396,-87.70784280216256,Private room,45,2,6,2018-09-16,0.16,4,57
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.854554812363936,-87.70768457480214,Private room,45,2,2,2018-09-17,1.43,4,8
1032943,"4 rms/6 beds, 2.5 baths, Lake Michigan & McCormick",5684259,Marva,,Oakland,41.8199557109188,-87.59977836356317,Entire home/apt,250,2,165,2018-10-08,2.53,1,328
1056430,Charming space in Boystown/Lakeview,5830215,Albert And Antonio,,Lake View,41.94375728487296,-87.65163604506891,Private room,79,2,279,2018-10-05,4.17,1,331
1080532,Mid-Century mdn twnhs in Lakview,1838943,Sunnie/Randolph,,Lake View,41.93396049260052,-87.64108428179485,Entire home/apt,114,6,21,2018-10-09,0.33,2,289
1083987,MODERN LOFT Downtown FREE Pool/HotTub/Gym KING BED,3965428,Rob,,Near South Side,41.85278158838248,-87.62453150186036,Entire home/apt,85,60,20,2017-10-15,0.30,41,252
1096191,Studio at the Lake,6023157,Nataliya,,Uptown,41.9734888053819,-87.65334074656248,Entire home/apt,60,30,39,2018-09-10,0.59,1,131
1101458,Private Suite in Historic District,6050945,Seamus,,Austin,41.886546469911146,-87.77085898252213,Private room,55,1,166,2018-09-26,2.53,1,306
1113259,Private room in a cozy city condo,6109924,Nicole,,Rogers Park,42.01761345814722,-87.67986647136333,Private room,55,1,82,2018-09-10,1.24,1,298
1129741,Large modern apartment near CTA,4778146,Mila,,East Garfield Park,41.88281747602637,-87.72026421374848,Entire home/apt,80,7,0,,,1,0
